date,day,start_time,end_time,duration,session,sl_size_pips,max_rr,max_rr_to_be,htf_strength,trade_strength,final_probability,entry_model,direction,taken,exit_reason,terminal_r,sl_buffer_pips,tp_multiple,min_live_probability,year
Jul 9 2025,Wednesday,12:15,14:00,01:45,New York,12.8,1.68,,17.24%,17.11%,26.92%,LC-2A,bullish,True,sl,-1.0,2.0,,23.08%,2025
Jul 10 2025,Thursday,08:45,02:00,17:15,London,16.9,4.99,4.04,10.94%,31.82%,20.75%,LC-2B,bearish,True,be_stop,0.0,2.0,,27.59%,2025
Jul 11 2025,Friday,12:15,13:00,00:45,New York,24.9,0.0,,44.29%,54.72%,52.13%,LC-2A,bullish,True,sl,-1.0,2.0,,52.13%,2025
Jul 16 2025,Wednesday,08:15,10:00,01:45,London,14.6,0.54,,28.26%,34.38%,36.36%,LC-2B,bullish,True,sl,-1.0,2.0,,34.38%,2025
Jul 24 2025,Thursday,12:45,13:00,00:15,New York,22.2,0.0,,21.74%,37.80%,35.71%,LC-2A,bearish,True,sl,-1.0,2.0,,35.71%,2025
Jul 29 2025,Tuesday,13:15,19:00,05:45,New York,18.0,2.94,2.94,55.00%,48.94%,46.88%,LC-2A,bearish,True,be_stop,0.0,2.0,,43.33%,2025
Aug 1 2025,Friday,13:30,14:00,00:30,New York,31.3,0.0,,35.71%,34.91%,26.47%,LC-1,bullish,True,sl,-1.0,2.0,,26.47%,2025
Aug 5 2025,Tuesday,07:15,19:00,83:45,London,16.1,21.3,6.58,-11.11%,14.29%,35.14%,LC-2B,bullish,True,friday_close,20.8944,2.0,,14.77%,2025
Aug 15 2025,Friday,12:45,13:00,00:15,New York,13.5,0.36,,8.70%,22.73%,22.73%,LC-1,bearish,True,sl,-1.0,2.0,,22.73%,2025
Aug 20 2025,Wednesday,09:15,11:00,25:45,London,29.3,4.5,4.5,25.00%,34.38%,30.00%,LC-2A,bearish,True,be_stop,0.0,2.0,,25.00%,2025
Aug 26 2025,Tuesday,08:15,12:00,03:45,London,29.8,0.36,,28.26%,40.00%,36.67%,LC-2A,bearish,True,sl,-1.0,2.0,,36.67%,2025
Aug 27 2025,Wednesday,09:00,22:00,13:00,London,10.0,3.68,3.68,2.17%,15.38%,30.49%,LC-1,bullish,True,be_stop,0.0,2.0,,18.48%,2025
Sep 4 2025,Thursday,13:30,22:00,08:30,New York,25.3,1.77,1.77,15.22%,28.57%,23.17%,LC-1,bullish,True,be_stop,0.0,2.0,,17.50%,2025
Sep 4 2025,Thursday,13:30,22:00,08:30,New York,25.3,1.77,1.77,15.22%,28.57%,23.17%,LC-2A,bullish,False,be_stop,0.0,2.0,,17.50%,2025
Sep 10 2025,Wednesday,08:15,18:00,09:45,London,24.4,0.76,,15.22%,19.23%,29.17%,LC-2A,bullish,True,sl,-1.0,2.0,,19.23%,2025
Sep 10 2025,Wednesday,09:45,13:00,03:15,London,12.9,1.22,,15.22%,21.05%,27.14%,LC-1,bullish,False,sl,-1.0,2.0,,15.62%,2025
Sep 17 2025,Wednesday,14:15,15:00,00:45,New York,12.7,0.0,,-4.35%,4.17%,0.00%,LC-2A,bearish,True,sl,-1.0,2.0,,0.00%,2025
Oct 10 2025,Friday,12:15,13:00,00:45,New York,21.3,0.0,,17.24%,16.67%,16.67%,LC-2A,bullish,True,sl,-1.0,2.0,,16.67%,2025
Oct 24 2025,Friday,13:15,15:00,01:45,New York,18.3,2.3,,28.26%,29.69%,25.00%,LC-2A,bullish,True,sl,-1.0,2.0,,22.58%,2025
Nov 18 2025,Tuesday,13:00,15:00,02:00,New York,14.6,1.95,,14.29%,12.50%,14.86%,LC-1,bullish,True,sl,-1.0,2.0,,14.86%,2025
Nov 24 2025,Monday,08:15,09:00,00:45,London,26.5,0.16,,15.22%,25.00%,25.00%,LC-1,bullish,True,sl,-1.0,2.0,,25.00%,2025
Nov 26 2025,Wednesday,09:30,10:00,00:30,London,14.8,0.0,,15.22%,22.73%,17.74%,LC-1,bullish,True,sl,-1.0,2.0,,17.74%,2025
Dec 12 2025,Friday,13:15,19:00,05:45,New York,14.1,5.3,,12.50%,39.19%,28.75%,LC-2A,bearish,True,friday_close,3.4539,2.0,,25.00%,2025
Dec 30 2025,Tuesday,13:30,19:00,05:30,New York,16.9,0.96,,-10.87%,15.85%,21.59%,LC-1,bearish,True,cut_19h,-0.0533,2.0,,15.85%,2025
